"","Date","Flow","SpC"
"19821",2004-04-07,281,NA
"19822",2004-04-08,290,NA
"19823",2004-04-09,292,NA
"19824",2004-04-10,282,NA
"19825",2004-04-11,290,NA
"19826",2004-04-12,335,NA
"19827",2004-04-13,962,NA
"19828",2004-04-14,1980,NA
"19829",2004-04-15,1390,NA
"19830",2004-04-16,1030,NA
"19831",2004-04-17,638,NA
"19832",2004-04-18,500,NA
"19833",2004-04-19,426,NA
"19834",2004-04-20,380,NA
"19835",2004-04-21,353,NA
"19836",2004-04-22,328,NA
"19837",2004-04-23,302,NA
"19838",2004-04-24,352,NA
"19839",2004-04-25,443,NA
"19840",2004-04-26,377,NA
"19841",2004-04-27,421,NA
"19842",2004-04-28,431,NA
"19843",2004-04-29,340,NA
"19844",2004-04-30,289,NA
"19845",2004-05-01,271,NA
"19846",2004-05-02,316,NA
"19847",2004-05-03,1380,NA
"19848",2004-05-04,1670,NA
"19849",2004-05-05,853,NA
"19850",2004-05-06,555,NA
"19851",2004-05-07,426,NA
"19852",2004-05-08,354,NA
"19853",2004-05-09,304,NA
"19854",2004-05-10,273,NA
"19855",2004-05-11,250,NA
"19856",2004-05-12,234,NA
"19857",2004-05-13,220,NA
"19858",2004-05-14,208,NA
"19859",2004-05-15,196,NA
"19860",2004-05-16,216,NA
"19861",2004-05-17,252,NA
"19862",2004-05-18,198,NA
"19863",2004-05-19,194,NA
"19864",2004-05-20,198,NA
"19865",2004-05-21,182,NA
"19866",2004-05-22,170,NA
"19867",2004-05-23,162,NA
"19868",2004-05-24,168,NA
"19869",2004-05-25,140,NA
"19870",2004-05-26,170,NA
"19871",2004-05-27,180,NA
"19872",2004-05-28,231,NA
"19873",2004-05-29,221,NA
"19874",2004-05-30,160,NA
"19875",2004-05-31,156,NA
"19876",2004-06-01,144,NA
"19877",2004-06-02,140,NA
"19878",2004-06-03,135,NA
"19879",2004-06-04,175,NA
"19880",2004-06-05,2290,NA
"19881",2004-06-06,1050,NA
"19882",2004-06-07,467,NA
"19883",2004-06-08,310,NA
"19884",2004-06-09,245,NA
"19885",2004-06-10,216,NA
"19886",2004-06-11,356,NA
"19887",2004-06-12,467,NA
"19888",2004-06-13,290,NA
"19889",2004-06-14,218,NA
"19890",2004-06-15,193,NA
"19891",2004-06-16,186,NA
"19892",2004-06-17,254,NA
"19893",2004-06-18,324,NA
"19894",2004-06-19,214,NA
"19895",2004-06-20,160,NA
"19896",2004-06-21,122,NA
"19897",2004-06-22,110,NA
"19898",2004-06-23,248,NA
"19899",2004-06-24,473,NA
"19900",2004-06-25,313,NA
"19901",2004-06-26,1390,NA
"19902",2004-06-27,2500,NA
"19903",2004-06-28,619,NA
"19904",2004-06-29,384,NA
"19905",2004-06-30,334,NA
"19906",2004-07-01,322,NA
"19907",2004-07-02,261,NA
"19908",2004-07-03,236,NA
"19909",2004-07-04,216,NA
"19910",2004-07-05,292,NA
"19911",2004-07-06,498,NA
"19912",2004-07-07,271,NA
"19913",2004-07-08,404,NA
"19914",2004-07-09,407,NA
"19915",2004-07-10,247,NA
"19916",2004-07-11,194,NA
"19917",2004-07-12,270,NA
"19918",2004-07-13,223,NA
"19919",2004-07-14,207,NA
"19920",2004-07-15,191,NA
"19921",2004-07-16,141,NA
"19922",2004-07-17,120,NA
"19923",2004-07-18,121,NA
"19924",2004-07-19,120,NA
"19925",2004-07-20,119,NA
"19926",2004-07-21,115,NA
"19927",2004-07-22,107,NA
"19928",2004-07-23,137,NA
"19929",2004-07-24,170,NA
"19930",2004-07-25,155,NA
"19931",2004-07-26,648,NA
"19932",2004-07-27,269,NA
"19933",2004-07-28,1700,NA
"19934",2004-07-29,1840,NA
"19935",2004-07-30,943,NA
"19936",2004-07-31,638,NA
"19937",2004-08-01,370,NA
"19938",2004-08-02,349,NA
"19939",2004-08-03,1250,NA
"19940",2004-08-04,2310,NA
"19941",2004-08-05,675,NA
"19942",2004-08-06,396,NA
"19943",2004-08-07,309,NA
"19944",2004-08-08,255,NA
"19945",2004-08-09,206,NA
"19946",2004-08-10,187,NA
"19947",2004-08-11,171,NA
"19948",2004-08-12,162,NA
"19949",2004-08-13,420,NA
"19950",2004-08-14,2090,NA
"19951",2004-08-15,4300,NA
"19952",2004-08-16,3000,NA
"19953",2004-08-17,1150,NA
"19954",2004-08-18,1100,NA
"19955",2004-08-19,1660,NA
"19956",2004-08-20,540,NA
"19957",2004-08-21,386,NA
"19958",2004-08-22,585,NA
"19959",2004-08-23,468,NA
"19960",2004-08-24,336,NA
"19961",2004-08-25,277,NA
"19962",2004-08-26,242,NA
"19963",2004-08-27,221,NA
"19964",2004-08-28,203,NA
"19965",2004-08-29,188,NA
"19966",2004-08-30,942,NA
"19967",2004-08-31,5550,NA
"19968",2004-09-01,11700,NA
"19969",2004-09-02,10200,NA
"19970",2004-09-03,2040,NA
"19971",2004-09-04,540,NA
"19972",2004-09-05,440,NA
"19973",2004-09-06,400,NA
"19974",2004-09-07,430,NA
"19975",2004-09-08,641,NA
"19976",2004-09-09,2370,NA
"19977",2004-09-10,1340,NA
"19978",2004-09-11,642,NA
"19979",2004-09-12,460,NA
"19980",2004-09-13,400,NA
"19981",2004-09-14,370,NA
"19982",2004-09-15,384,NA
"19983",2004-09-16,2670,NA
"19984",2004-09-17,1160,NA
"19985",2004-09-18,2140,NA
"19986",2004-09-19,2660,NA
"19987",2004-09-20,942,NA
"19988",2004-09-21,611,NA
"19989",2004-09-22,484,NA
"19990",2004-09-23,415,NA
"19991",2004-09-24,365,NA
"19992",2004-09-25,334,NA
"19993",2004-09-26,300,NA
"19994",2004-09-27,279,NA
"19995",2004-09-28,584,NA
"19996",2004-09-29,1140,NA
"19997",2004-09-30,902,NA
"19998",2004-10-01,524,NA
"19999",2004-10-02,429,NA
"20000",2004-10-03,403,NA
"20001",2004-10-04,417,NA
"20002",2004-10-05,431,NA
"20003",2004-10-06,348,NA
"20004",2004-10-07,302,NA
"20005",2004-10-08,277,NA
"20006",2004-10-09,266,NA
"20007",2004-10-10,261,NA
"20008",2004-10-11,258,NA
"20009",2004-10-12,250,NA
"20010",2004-10-13,294,NA
"20011",2004-10-14,633,NA
"20012",2004-10-15,628,NA
"20013",2004-10-16,444,NA
"20014",2004-10-17,355,NA
"20015",2004-10-18,292,NA
"20016",2004-10-19,282,NA
"20017",2004-10-20,1490,NA
"20018",2004-10-21,1090,NA
"20019",2004-10-22,628,NA
"20020",2004-10-23,500,NA
"20021",2004-10-24,438,NA
"20022",2004-10-25,447,NA
"20023",2004-10-26,447,NA
"20024",2004-10-27,407,NA
"20025",2004-10-28,360,NA
"20026",2004-10-29,336,NA
"20027",2004-10-30,329,NA
"20028",2004-10-31,322,NA
"20029",2004-11-01,311,NA
"20030",2004-11-02,295,NA
"20031",2004-11-03,285,NA
"20032",2004-11-04,317,NA
"20033",2004-11-05,659,NA
"20034",2004-11-06,798,NA
"20035",2004-11-07,501,NA
"20036",2004-11-08,410,NA
"20037",2004-11-09,358,NA
"20038",2004-11-10,309,NA
"20039",2004-11-11,288,NA
"20040",2004-11-12,340,NA
"20041",2004-11-13,3160,NA
"20042",2004-11-14,3260,NA
"20043",2004-11-15,1030,NA
"20044",2004-11-16,739,NA
"20045",2004-11-17,621,NA
"20046",2004-11-18,553,NA
"20047",2004-11-19,511,NA
"20048",2004-11-20,480,NA
"20049",2004-11-21,457,NA
"20050",2004-11-22,436,NA
"20051",2004-11-23,437,NA
"20052",2004-11-24,1870,NA
"20053",2004-11-25,1980,NA
"20054",2004-11-26,2150,NA
"20055",2004-11-27,1030,NA
"20056",2004-11-28,1320,NA
"20057",2004-11-29,2240,NA
"20058",2004-11-30,1060,NA
"20059",2004-12-01,791,NA
"20060",2004-12-02,696,NA
"20061",2004-12-03,646,NA
"20062",2004-12-04,569,NA
"20063",2004-12-05,513,NA
"20064",2004-12-06,484,NA
"20065",2004-12-07,508,NA
"20066",2004-12-08,609,NA
"20067",2004-12-09,584,NA
"20068",2004-12-10,2530,NA
"20069",2004-12-11,4410,NA
"20070",2004-12-12,2620,NA
"20071",2004-12-13,1180,NA
"20072",2004-12-14,882,NA
"20073",2004-12-15,727,NA
"20074",2004-12-16,645,NA
"20075",2004-12-17,586,NA
"20076",2004-12-18,565,NA
"20077",2004-12-19,536,NA
"20078",2004-12-20,505,NA
"20079",2004-12-21,470,NA
"20080",2004-12-22,442,NA
"20081",2004-12-23,459,NA
"20082",2004-12-24,546,NA
"20083",2004-12-25,528,NA
"20084",2004-12-26,477,NA
"20085",2004-12-27,441,NA
"20086",2004-12-28,416,NA
"20087",2004-12-29,402,NA
"20088",2004-12-30,422,NA
"20089",2004-12-31,417,NA
"20090",2005-01-01,406,NA
"20091",2005-01-02,395,NA
"20092",2005-01-03,395,NA
"20093",2005-01-04,390,NA
"20094",2005-01-05,391,NA
"20095",2005-01-06,390,NA
"20096",2005-01-07,376,NA
"20097",2005-01-08,366,NA
"20098",2005-01-09,371,NA
"20099",2005-01-10,369,NA
"20100",2005-01-11,354,NA
"20101",2005-01-12,341,NA
"20102",2005-01-13,346,NA
"20103",2005-01-14,931,NA
"20104",2005-01-15,3870,NA
"20105",2005-01-16,2850,NA
"20106",2005-01-17,947,NA
"20107",2005-01-18,722,NA
"20108",2005-01-19,582,NA
"20109",2005-01-20,540,NA
"20110",2005-01-21,562,NA
"20111",2005-01-22,557,NA
"20112",2005-01-23,557,NA
"20113",2005-01-24,488,NA
"20114",2005-01-25,490,NA
"20115",2005-01-26,522,NA
"20116",2005-01-27,551,NA
"20117",2005-01-28,517,NA
"20118",2005-01-29,421,NA
"20119",2005-01-30,471,NA
"20120",2005-01-31,734,NA
"20121",2005-02-01,831,NA
"20122",2005-02-02,610,NA
"20123",2005-02-03,556,NA
"20124",2005-02-04,791,NA
"20125",2005-02-05,1030,NA
"20126",2005-02-06,860,NA
"20127",2005-02-07,659,NA
"20128",2005-02-08,584,NA
"20129",2005-02-09,546,NA
"20130",2005-02-10,548,NA
"20131",2005-02-11,523,NA
"20132",2005-02-12,465,NA
"20133",2005-02-13,429,NA
"20134",2005-02-14,417,NA
"20135",2005-02-15,432,NA
"20136",2005-02-16,434,NA
"20137",2005-02-17,420,NA
"20138",2005-02-18,392,NA
"20139",2005-02-19,363,NA
"20140",2005-02-20,349,NA
"20141",2005-02-21,356,NA
"20142",2005-02-22,375,NA
"20143",2005-02-23,377,NA
"20144",2005-02-24,368,NA
"20145",2005-02-25,419,NA
"20146",2005-02-26,480,NA
"20147",2005-02-27,412,NA
"20148",2005-02-28,527,NA
"20149",2005-03-01,1190,NA
"20150",2005-03-02,1090,NA
"20151",2005-03-03,815,NA
"20152",2005-03-04,616,NA
"20153",2005-03-05,540,NA
"20154",2005-03-06,529,NA
"20155",2005-03-07,506,NA
"20156",2005-03-08,579,NA
"20157",2005-03-09,987,NA
"20158",2005-03-10,815,NA
"20159",2005-03-11,602,NA
"20160",2005-03-12,535,NA
"20161",2005-03-13,498,NA
"20162",2005-03-14,464,NA
"20163",2005-03-15,426,NA
"20164",2005-03-16,432,NA
"20165",2005-03-17,595,NA
"20166",2005-03-18,1320,NA
"20167",2005-03-19,1080,NA
"20168",2005-03-20,763,NA
"20169",2005-03-21,654,NA
"20170",2005-03-22,556,NA
"20171",2005-03-23,575,NA
"20172",2005-03-24,922,NA
"20173",2005-03-25,974,NA
"20174",2005-03-26,701,NA
"20175",2005-03-27,623,NA
"20176",2005-03-28,1200,NA
"20177",2005-03-29,4660,NA
"20178",2005-03-30,2930,NA
"20179",2005-03-31,1070,NA
"20180",2005-04-01,844,NA
"20181",2005-04-02,837,NA
"20182",2005-04-03,2080,NA
"20183",2005-04-04,1160,NA
"20184",2005-04-05,790,NA
"20185",2005-04-06,669,NA
"20186",2005-04-07,610,NA
"20187",2005-04-08,638,NA
"20188",2005-04-09,912,NA
"20189",2005-04-10,623,NA
"20190",2005-04-11,541,NA
"20191",2005-04-12,516,NA
"20192",2005-04-13,543,NA
"20193",2005-04-14,596,NA
"20194",2005-04-15,536,NA
"20195",2005-04-16,452,NA
"20196",2005-04-17,419,NA
"20197",2005-04-18,402,NA
"20198",2005-04-19,395,NA
"20199",2005-04-20,386,NA
"20200",2005-04-21,375,NA
"20201",2005-04-22,359,NA
"20202",2005-04-23,363,NA
"20203",2005-04-24,369,NA
"20204",2005-04-25,365,NA
"20205",2005-04-26,342,NA
"20206",2005-04-27,322,NA
"20207",2005-04-28,308,NA
"20208",2005-04-29,304,NA
"20209",2005-04-30,335,NA
"20210",2005-05-01,438,NA
"20211",2005-05-02,594,NA
"20212",2005-05-03,525,NA
"20213",2005-05-04,366,NA
"20214",2005-05-05,321,NA
"20215",2005-05-06,332,NA
"20216",2005-05-07,398,NA
"20217",2005-05-08,352,NA
"20218",2005-05-09,307,NA
"20219",2005-05-10,277,NA
"20220",2005-05-11,257,NA
"20221",2005-05-12,246,NA
"20222",2005-05-13,631,NA
"20223",2005-05-14,791,NA
"20224",2005-05-15,435,NA
"20225",2005-05-16,342,NA
"20226",2005-05-17,517,NA
"20227",2005-05-18,361,NA
"20228",2005-05-19,291,NA
"20229",2005-05-20,284,NA
"20230",2005-05-21,303,NA
"20231",2005-05-22,314,NA
"20232",2005-05-23,273,NA
"20233",2005-05-24,238,NA
"20234",2005-05-25,238,NA
"20235",2005-05-26,249,NA
"20236",2005-05-27,238,NA
"20237",2005-05-28,212,NA
"20238",2005-05-29,198,NA
"20239",2005-05-30,188,NA
"20240",2005-05-31,179,NA
"20241",2005-06-01,171,NA
"20242",2005-06-02,197,NA
"20243",2005-06-03,384,NA
"20244",2005-06-04,592,NA
"20245",2005-06-05,417,NA
"20246",2005-06-06,302,NA
"20247",2005-06-07,239,NA
"20248",2005-06-08,206,NA
"20249",2005-06-09,186,NA
"20250",2005-06-10,177,NA
"20251",2005-06-11,180,NA
"20252",2005-06-12,176,NA
"20253",2005-06-13,160,NA
"20254",2005-06-14,147,NA
"20255",2005-06-15,137,NA
"20256",2005-06-16,128,NA
"20257",2005-06-17,119,NA
"20258",2005-06-18,111,NA
"20259",2005-06-19,106,NA
"20260",2005-06-20,118,NA
"20261",2005-06-21,117,NA
"20262",2005-06-22,111,NA
"20263",2005-06-23,108,NA
"20264",2005-06-24,104,NA
"20265",2005-06-25,99.9,NA
"20266",2005-06-26,99,NA
"20267",2005-06-27,104,NA
"20268",2005-06-28,102,NA
"20269",2005-06-29,99.9,NA
"20270",2005-06-30,109,NA
"20271",2005-07-01,105,NA
"20272",2005-07-02,99.5,NA
"20273",2005-07-03,93.5,NA
"20274",2005-07-04,90.7,NA
"20275",2005-07-05,90,NA
"20276",2005-07-06,88.1,NA
"20277",2005-07-07,89.5,NA
"20278",2005-07-08,543,NA
"20279",2005-07-09,1880,NA
"20280",2005-07-10,418,NA
"20281",2005-07-11,230,NA
"20282",2005-07-12,164,NA
"20283",2005-07-13,137,NA
"20284",2005-07-14,137,NA
"20285",2005-07-15,179,NA
"20286",2005-07-16,180,NA
"20287",2005-07-17,145,NA
"20288",2005-07-18,128,NA
"20289",2005-07-19,107,NA
"20290",2005-07-20,96.4,NA
"20291",2005-07-21,87.9,NA
"20292",2005-07-22,85.1,NA
"20293",2005-07-23,87.6,NA
"20294",2005-07-24,108,NA
"20295",2005-07-25,77.9,NA
"20296",2005-07-26,73.1,NA
"20297",2005-07-27,67.5,NA
"20298",2005-07-28,63.2,NA
"20299",2005-07-29,65.2,NA
"20300",2005-07-30,87.5,NA
"20301",2005-07-31,108,NA
"20302",2005-08-01,760,NA
"20303",2005-08-02,351,NA
"20304",2005-08-03,169,NA
"20305",2005-08-04,107,NA
"20306",2005-08-05,88.3,NA
"20307",2005-08-06,84.6,NA
"20308",2005-08-07,83.2,NA
"20309",2005-08-08,111,NA
"20310",2005-08-09,169,NA
"20311",2005-08-10,901,NA
"20312",2005-08-11,447,NA
"20313",2005-08-12,173,NA
"20314",2005-08-13,97,NA
"20315",2005-08-14,75.5,NA
"20316",2005-08-15,74.9,NA
"20317",2005-08-16,66.5,NA
"20318",2005-08-17,70.3,NA
"20319",2005-08-18,102,NA
"20320",2005-08-19,83.8,NA
"20321",2005-08-20,81,NA
"20322",2005-08-21,70,NA
"20323",2005-08-22,67.7,NA
"20324",2005-08-23,68.5,NA
"20325",2005-08-24,66.2,NA
"20326",2005-08-25,65.5,NA
"20327",2005-08-26,63.3,NA
"20328",2005-08-27,60.8,NA
"20329",2005-08-28,57.7,NA
"20330",2005-08-29,56.4,NA
"20331",2005-08-30,54.7,NA
"20332",2005-08-31,55.8,NA
"20333",2005-09-01,53,NA
"20334",2005-09-02,49.8,NA
"20335",2005-09-03,45,NA
"20336",2005-09-04,43.2,NA
"20337",2005-09-05,41.3,NA
"20338",2005-09-06,39,NA
"20339",2005-09-07,37.3,NA
"20340",2005-09-08,36.3,NA
"20341",2005-09-09,36.2,NA
"20342",2005-09-10,35.4,NA
"20343",2005-09-11,35.4,NA
"20344",2005-09-12,37,NA
"20345",2005-09-13,38,NA
"20346",2005-09-14,39.8,NA
"20347",2005-09-15,44.9,NA
"20348",2005-09-16,43.4,NA
"20349",2005-09-17,43.3,NA
"20350",2005-09-18,40.1,NA
"20351",2005-09-19,38.9,NA
"20352",2005-09-20,38.8,NA
"20353",2005-09-21,46.1,NA
"20354",2005-09-22,44,NA
"20355",2005-09-23,40.8,NA
"20356",2005-09-24,42.6,NA
"20357",2005-09-25,40.6,NA
"20358",2005-09-26,39.5,NA
"20359",2005-09-27,37.6,NA
"20360",2005-09-28,37.4,NA
"20361",2005-09-29,38.2,NA
"20362",2005-09-30,36.1,NA
"20363",2005-10-01,33,NA
"20364",2005-10-02,31.9,NA
"20365",2005-10-03,32.8,NA
"20366",2005-10-04,31.8,NA
"20367",2005-10-05,33.1,NA
"20368",2005-10-06,34.8,NA
"20369",2005-10-07,53,NA
"20370",2005-10-08,202,NA
"20371",2005-10-09,1170,NA
"20372",2005-10-10,582,NA
"20373",2005-10-11,228,NA
"20374",2005-10-12,130,NA
"20375",2005-10-13,101,NA
"20376",2005-10-14,97.1,NA
"20377",2005-10-15,80.7,NA
"20378",2005-10-16,72.2,NA
"20379",2005-10-17,64.4,NA
"20380",2005-10-18,59.3,NA
"20381",2005-10-19,62,NA
"20382",2005-10-20,62.4,NA
"20383",2005-10-21,60,NA
"20384",2005-10-22,60.4,NA
"20385",2005-10-23,58.6,NA
"20386",2005-10-24,61.3,NA
"20387",2005-10-25,83.8,NA
"20388",2005-10-26,98.9,NA
"20389",2005-10-27,85.9,NA
"20390",2005-10-28,81.5,NA
"20391",2005-10-29,72.4,NA
"20392",2005-10-30,70,NA
"20393",2005-10-31,67.6,NA
"20394",2005-11-01,64.4,NA
"20395",2005-11-02,64.4,NA
"20396",2005-11-03,64.8,NA
"20397",2005-11-04,62.2,NA
"20398",2005-11-05,63,NA
"20399",2005-11-06,65.3,NA
"20400",2005-11-07,63,NA
"20401",2005-11-08,63.8,NA
"20402",2005-11-09,60.9,NA
"20403",2005-11-10,60.4,NA
"20404",2005-11-11,61.2,NA
"20405",2005-11-12,60.8,NA
"20406",2005-11-13,59.8,NA
"20407",2005-11-14,61.8,NA
"20408",2005-11-15,64.6,NA
"20409",2005-11-16,70.2,NA
"20410",2005-11-17,65,NA
"20411",2005-11-18,80,NA
"20412",2005-11-19,75,NA
"20413",2005-11-20,70,NA
"20414",2005-11-21,89.9,NA
"20415",2005-11-22,446,NA
"20416",2005-11-23,1530,NA
"20417",2005-11-24,588,NA
"20418",2005-11-25,294,NA
"20419",2005-11-26,195,NA
"20420",2005-11-27,156,NA
"20421",2005-11-28,130,NA
"20422",2005-11-29,150,NA
"20423",2005-11-30,403,NA
"20424",2005-12-01,1030,NA
"20425",2005-12-02,450,NA
"20426",2005-12-03,276,NA
"20427",2005-12-04,216,NA
"20428",2005-12-05,489,NA
"20429",2005-12-06,3790,NA
"20430",2005-12-07,2740,NA
"20431",2005-12-08,799,NA
"20432",2005-12-09,612,NA
"20433",2005-12-10,1080,NA
"20434",2005-12-11,822,NA
"20435",2005-12-12,527,NA
"20436",2005-12-13,400,NA
"20437",2005-12-14,350,NA
"20438",2005-12-15,304,NA
"20439",2005-12-16,1350,NA
"20440",2005-12-17,3250,NA
"20441",2005-12-18,1200,NA
"20442",2005-12-19,911,NA
"20443",2005-12-20,623,NA
"20444",2005-12-21,483,NA
"20445",2005-12-22,410,NA
"20446",2005-12-23,380,NA
"20447",2005-12-24,364,NA
"20448",2005-12-25,328,NA
"20449",2005-12-26,379,NA
"20450",2005-12-27,533,NA
"20451",2005-12-28,484,NA
"20452",2005-12-29,419,NA
"20453",2005-12-30,548,NA
"20454",2005-12-31,520,NA
"20455",2006-01-01,420,NA
"20456",2006-01-02,372,NA
"20457",2006-01-03,627,NA
"20458",2006-01-04,1180,NA
"20459",2006-01-05,757,NA
"20460",2006-01-06,611,NA
"20461",2006-01-07,550,NA
"20462",2006-01-08,504,NA
"20463",2006-01-09,456,NA
"20464",2006-01-10,394,NA
"20465",2006-01-11,357,NA
"20466",2006-01-12,352,NA
"20467",2006-01-13,460,NA
"20468",2006-01-14,419,NA
"20469",2006-01-15,503,NA
"20470",2006-01-16,476,NA
"20471",2006-01-17,374,NA
"20472",2006-01-18,340,NA
"20473",2006-01-19,576,NA
"20474",2006-01-20,585,NA
"20475",2006-01-21,474,NA
"20476",2006-01-22,421,NA
"20477",2006-01-23,386,NA
"20478",2006-01-24,607,NA
"20479",2006-01-25,500,NA
"20480",2006-01-26,400,NA
"20481",2006-01-27,348,NA
"20482",2006-01-28,311,NA
"20483",2006-01-29,302,NA
"20484",2006-01-30,300,NA
"20485",2006-01-31,297,NA
"20486",2006-02-01,294,NA
"20487",2006-02-02,290,NA
"20488",2006-02-03,290,NA
"20489",2006-02-04,294,NA
"20490",2006-02-05,993,NA
"20491",2006-02-06,997,NA
"20492",2006-02-07,570,NA
"20493",2006-02-08,439,NA
"20494",2006-02-09,380,NA
"20495",2006-02-10,350,NA
"20496",2006-02-11,330,NA
"20497",2006-02-12,360,NA
"20498",2006-02-13,578,NA
"20499",2006-02-14,727,NA
"20500",2006-02-15,593,NA
"20501",2006-02-16,514,NA
"20502",2006-02-17,444,NA
"20503",2006-02-18,404,NA
"20504",2006-02-19,377,NA
"20505",2006-02-20,369,NA
"20506",2006-02-21,354,NA
"20507",2006-02-22,352,NA
"20508",2006-02-23,335,NA
"20509",2006-02-24,334,NA
"20510",2006-02-25,316,NA
"20511",2006-02-26,297,NA
"20512",2006-02-27,288,NA
"20513",2006-02-28,271,NA
"20514",2006-03-01,260,NA
"20515",2006-03-02,250,NA
"20516",2006-03-03,240,NA
"20517",2006-03-04,227,NA
"20518",2006-03-05,216,NA
"20519",2006-03-06,214,NA
"20520",2006-03-07,231,NA
"20521",2006-03-08,237,NA
"20522",2006-03-09,231,NA
"20523",2006-03-10,223,NA
"20524",2006-03-11,219,NA
"20525",2006-03-12,211,NA
"20526",2006-03-13,205,NA
"20527",2006-03-14,205,NA
"20528",2006-03-15,199,NA
"20529",2006-03-16,188,NA
"20530",2006-03-17,181,NA
"20531",2006-03-18,179,NA
"20532",2006-03-19,178,NA
"20533",2006-03-20,176,NA
"20534",2006-03-21,183,NA
"20535",2006-03-22,196,NA
"20536",2006-03-23,198,NA
"20537",2006-03-24,187,NA
"20538",2006-03-25,180,NA
"20539",2006-03-26,180,NA
"20540",2006-03-27,180,NA
"20541",2006-03-28,178,NA
"20542",2006-03-29,175,NA
"20543",2006-03-30,172,NA
"20544",2006-03-31,171,NA
"20545",2006-04-01,171,NA
"20546",2006-04-02,172,NA
"20547",2006-04-03,175,NA
"20548",2006-04-04,215,NA
"20549",2006-04-05,247,NA
"20550",2006-04-06,217,NA
"20551",2006-04-07,184,NA
"20552",2006-04-08,176,NA
"20553",2006-04-09,189,NA
"20554",2006-04-10,187,NA
"20555",2006-04-11,171,NA
"20556",2006-04-12,161,NA
"20557",2006-04-13,156,NA
"20558",2006-04-14,156,NA
"20559",2006-04-15,169,NA
"20560",2006-04-16,176,NA
"20561",2006-04-17,171,NA
"20562",2006-04-18,163,NA
"20563",2006-04-19,155,NA
"20564",2006-04-20,148,NA
"20565",2006-04-21,141,NA
"20566",2006-04-22,271,NA
"20567",2006-04-23,1170,NA
"20568",2006-04-24,489,NA
"20569",2006-04-25,330,NA
"20570",2006-04-26,387,NA
"20571",2006-04-27,341,NA
"20572",2006-04-28,262,NA
"20573",2006-04-29,218,NA
"20574",2006-04-30,188,NA
"20575",2006-05-01,164,NA
"20576",2006-05-02,153,NA
"20577",2006-05-03,147,NA
"20578",2006-05-04,140,NA
"20579",2006-05-05,137,NA
"20580",2006-05-06,136,NA
"20581",2006-05-07,127,NA
"20582",2006-05-08,207,NA
"20583",2006-05-09,257,NA
"20584",2006-05-10,239,NA
"20585",2006-05-11,194,NA
"20586",2006-05-12,204,NA
"20587",2006-05-13,162,NA
"20588",2006-05-14,197,NA
"20589",2006-05-15,383,NA
"20590",2006-05-16,494,NA
"20591",2006-05-17,354,NA
"20592",2006-05-18,247,NA
"20593",2006-05-19,201,NA
"20594",2006-05-20,162,NA
"20595",2006-05-21,151,NA
"20596",2006-05-22,150,NA
"20597",2006-05-23,132,NA
"20598",2006-05-24,123,NA
"20599",2006-05-25,121,NA
"20600",2006-05-26,122,NA
"20601",2006-05-27,118,NA
"20602",2006-05-28,115,NA
"20603",2006-05-29,104,NA
"20604",2006-05-30,96.1,NA
"20605",2006-05-31,94.1,NA
"20606",2006-06-01,90.9,NA
"20607",2006-06-02,109,NA
"20608",2006-06-03,126,NA
"20609",2006-06-04,118,NA
"20610",2006-06-05,113,NA
"20611",2006-06-06,111,NA
"20612",2006-06-07,100,NA
"20613",2006-06-08,94.3,NA
"20614",2006-06-09,87.7,NA
"20615",2006-06-10,84.2,NA
"20616",2006-06-11,81.7,NA
"20617",2006-06-12,80.7,NA
"20618",2006-06-13,81.1,NA
"20619",2006-06-14,108,NA
"20620",2006-06-15,321,NA
"20621",2006-06-16,193,NA
"20622",2006-06-17,130,NA
"20623",2006-06-18,103,NA
"20624",2006-06-19,89.9,NA
"20625",2006-06-20,82.1,NA
"20626",2006-06-21,78,NA
"20627",2006-06-22,75.6,NA
"20628",2006-06-23,74.5,NA
"20629",2006-06-24,82.4,NA
"20630",2006-06-25,77.8,NA
"20631",2006-06-26,195,NA
"20632",2006-06-27,428,NA
"20633",2006-06-28,396,NA
"20634",2006-06-29,240,NA
"20635",2006-06-30,173,NA
"20636",2006-07-01,109,NA
"20637",2006-07-02,88.7,NA
"20638",2006-07-03,79.3,NA
"20639",2006-07-04,74.5,NA
"20640",2006-07-05,133,NA
"20641",2006-07-06,5500,NA
"20642",2006-07-07,3580,NA
"20643",2006-07-08,605,NA
"20644",2006-07-09,311,NA
"20645",2006-07-10,200,NA
"20646",2006-07-11,147,NA
"20647",2006-07-12,120,NA
"20648",2006-07-13,280,NA
"20649",2006-07-14,1320,NA
"20650",2006-07-15,742,NA
"20651",2006-07-16,436,NA
"20652",2006-07-17,284,NA
"20653",2006-07-18,182,NA
"20654",2006-07-19,165,NA
"20655",2006-07-20,187,NA
"20656",2006-07-21,197,NA
"20657",2006-07-22,152,NA
"20658",2006-07-23,147,NA
"20659",2006-07-24,224,NA
"20660",2006-07-25,159,NA
"20661",2006-07-26,171,NA
"20662",2006-07-27,262,NA
"20663",2006-07-28,184,NA
"20664",2006-07-29,127,NA
"20665",2006-07-30,119,NA
"20666",2006-07-31,105,NA
"20667",2006-08-01,96.3,NA
"20668",2006-08-02,88.4,NA
"20669",2006-08-03,81.6,NA
"20670",2006-08-04,75.9,NA
"20671",2006-08-05,82.7,NA
"20672",2006-08-06,78,NA
"20673",2006-08-07,73.6,NA
"20674",2006-08-08,71.9,NA
